x1,x2,target
-0.693752392,-0.078355781,0
-0.946921916,-0.445851769,0
-0.588072237,0.406784516,0
1.135061339,-1.053722726,0
-0.990126676,1.732576462,1
0.244385261,-0.929695847,0
1.218447414,-0.56252111,0
-0.305405479,1.351920866,0
-0.66700966,-0.191724524,1
1.323131439,1.259928914,1
-1.519843328,-2.759929159,0
0.244143366,0.964229269,1
0.93484364,-1.486115891,0
2.393225167,2.280370954,1
0.72185833,0.462311721,1
0.910897202,-1.695646357,0
-1.343143424,-2.122428483,0
1.154469554,-0.896403276,0
-0.547309091,0.629300359,1
-0.809790325,-0.149131647,0
0.77804934,-0.406921793,0
-0.060101182,0.802905398,1
-0.453555305,0.763121703,1
-2.951343858,2.215174019,1
1.01186675,2.779341876,1
-0.497720108,2.277185682,1
1.279825601,-0.860672352,0
1.803470383,-1.217119878,0
1.123663475,0.975867683,1
0.732427785,0.749750816,1
-1.221721772,1.182133356,1
-0.812763023,-0.000319449,0
0.639246102,-1.612081014,0
1.090339403,1.100946855,1
-1.101298497,-0.66245653,0
0.168156882,0.383407086,1
-0.470573771,1.331878477,1
0.410643163,0.618470622,1
-2.287148215,2.230491298,1
-0.693343327,-0.203522648,0
-1.553358201,1.758564334,1
-0.210155351,1.686559549,1
0.013343664,-0.188407538,1
1.226659511,1.342681521,1
-0.58894985,0.863834768,0
0.135298622,0.226222841,1
-1.031591737,-1.073138978,0
-2.477976784,0.157840206,1
-2.00634181,1.94344045,1
-0.575797725,0.190004243,0
-0.87212956,-0.811987328,0
-2.466880049,0.469408644,1
0.045362952,-1.441688632,0
2.35969708,2.279179457,1
1.500347296,-1.421401034,0
-1.596332279,2.048879421,1
1.676947673,-1.832767488,0
-0.854839996,-0.439642806,0
-0.663115592,-0.216639648,0
-1.860651159,2.043507757,1
-1.607711272,1.569952605,1
-1.177894544,-1.504649609,0
2.389713337,2.078498582,1
-0.169895121,-1.070375959,0
-0.229455667,-0.912676783,1
1.784541029,1.556713878,1
0.739828534,-1.106787543,0
-0.827544131,0.443645095,1
1.465105248,1.392521654,1
1.157283298,-1.963525886,0
0.070472322,-1.824883455,0
-0.749459454,-0.033445279,0
1.079523821,-0.623629793,0
2.777597512,-0.605270478,0
0.881629767,0.780350674,1
0.792944854,0.687195093,1
-1.310914214,-1.837870887,0
-0.87200205,-0.979093258,0
-0.41582218,-0.279508105,1
-0.570033885,-0.272451497,1
-1.056898856,-0.766350315,0
-0.758600271,0.037445294,0
0.58924819,-1.531736911,0
1.710336851,-0.917271036,0
0.575347536,0.587032357,1
1.533758021,1.462130971,1
-0.981822369,-0.602908739,0
-0.772024515,-0.868473698,0
2.046861116,1.923717971,1
0.125708563,-0.600638313,1
-0.675861069,0.302076883,0
2.43697048,2.049386775,1
0.037709575,-1.612108342,0
1.631668884,-0.930807695,0
-3.290339943,1.450801257,1
-2.026636678,2.067007034,1
0.259508982,0.081029802,1
-0.960127973,-0.388753946,0
2.426086223,-0.433620085,0
-1.197971634,-1.547225017,0
0.116668732,-1.214446955,0
1.330137284,-0.644778397,0
-0.665227146,-0.161288784,0
-1.003398425,0.329544613,1
-0.977186119,-0.476773223,0
-0.367209798,0.704851795,1
0.065442458,0.038352204,1
-2.313489661,3.419394082,1
-0.371004351,-0.040040407,1
-2.452454906,3.547011321,1
-1.532181707,-2.510282567,0
-1.077265218,-1.658710362,1
-0.389219591,-0.336987648,1
1.541684348,0.228451989,1
-0.736500386,-0.419424867,1
1.259574684,1.187881883,1
0.246392743,0.488529816,1
-0.920396768,-1.413606206,0
-0.163585861,1.613575481,0
-3.006485704,1.193560026,1
-0.990615543,3.90976191,1
1.728771557,-0.823406753,0
-0.934581129,-0.642412388,0
-0.68745503,-1.333820185,1
2.616903616,-0.583623822,0
-1.234049642,-1.422619728,0
0.988894253,-1.291619012,0
0.794473041,-1.611272931,1
1.528130762,1.547818854,1
-0.003902375,0.03654153,1
-0.878679169,2.1646336,1
-0.305570028,-0.146329685,1
-0.800212916,-0.251718596,0
-0.750591152,-0.031007308,0
0.652572378,-0.281048952,1
-0.83845853,-0.698613017,0
-1.755973246,-2.968690366,0
0.88695219,-0.939690634,0
0.199081689,-0.338291482,1
-1.040508839,-1.317563103,0
-3.183471557,1.600586836,1
1.569274798,-1.16103561,0
1.101389535,-1.293793212,0
-1.236539275,0.123639796,1
-0.732637487,0.292603073,0
1.529299867,-0.7194212,0
-0.925764672,-0.842926286,0
-1.503849721,-2.417694392,0
2.04387908,-1.656222737,0
1.573213878,1.614390487,1
0.534052846,0.573120199,1
0.377476167,-0.574681857,1
2.515625569,-1.228893461,0
-1.00799498,1.052440539,1
-1.441904594,-2.142140425,0
-1.020875986,-1.180118221,0
0.775271166,-1.022519427,0
-1.06716399,-1.087164065,0
1.639044438,-1.013770129,0
-0.977625298,-0.784113922,1
-1.966928756,1.970561718,1
0.175914773,0.348644623,1
1.464377391,-1.675606744,0
1.443518163,-1.2723684,0
1.131875576,0.853296182,1
2.090847772,-0.745512196,0
1.325626188,1.333617416,1
0.124000712,-1.088668356,0
-0.238734144,0.479653969,1
-0.423433444,-0.675785569,0
-1.726240409,-3.189244187,0
2.20403962,-1.069656518,0
-1.514123281,1.912628578,1
-0.352381329,-1.226054363,0
-1.101254903,-1.21813158,0
0.191527034,0.251783501,1
1.1676376,1.164009692,1
-2.517816318,1.924022466,1
0.960888719,-1.223720857,0
0.348241978,-1.60054601,0
0.585281676,-1.554207507,0
1.087382783,-1.032926291,0
-1.581476359,1.77287518,1
-0.396735669,0.969990123,1
0.255450923,0.838406554,1
-1.091077243,-0.566350813,0
-0.353844399,-0.804340519,0
-0.918214575,0.531726258,1
0.841554421,0.912889059,1
1.535709956,1.434218364,1
0.115033347,0.019590534,1
0.003054786,0.080482963,1
-0.549057633,1.53530848,1
-0.040838685,-0.479553458,0
-1.202069234,-0.698644315,1
-1.301511803,-1.883713879,0
0.272858171,0.299667774,1
-0.543956659,-0.435555117,0
1.788569248,-0.990219685,0
-1.448263574,-1.918809978,0
-1.225096032,-0.900324158,1
-1.223194128,-0.759203084,1
1.550179473,-1.024711669,0
0.796302542,-1.303879597,0
-0.5726534,-0.754947881,0
1.228275699,-0.75448375,0
0.533777262,-1.436711477,0
-2.193294586,0.592685109,1
-1.559925143,-2.643259252,0
1.421236179,1.246700308,1
-1.217500946,-1.899797916,0
0.444014539,0.408673441,1
1.759932995,-0.956541521,0
2.12312866,1.84982402,1
-1.297819421,-1.407812727,0
-0.957776027,-0.719766716,0
-0.384649128,0.913557176,0
0.733321357,0.991136683,1
1.416180394,-1.692784618,0
-0.811604407,-1.180048029,0
-0.943884212,-0.59044619,0
-2.889834205,0.717189002,1
-1.596624062,0.945620839,1
-2.616108802,-1.464148554,1
-0.079287331,-0.703605802,0
-0.853986836,1.609948496,1
-1.186765938,-1.684090208,0
-1.043267883,-0.619677637,0
-2.363281007,0.554728884,1
0.555308104,-0.360868813,0
-1.042066364,-0.623725451,1
1.544241918,-1.673228825,0
3.445497491,-1.312906324,0
-0.906844611,-0.365368148,0
0.470319907,-1.159227984,0
1.494467014,1.514423204,1
2.241449228,1.944369884,1
0.021339863,2.341884837,1
1.828884181,-1.049150932,0
0.726554936,0.664694031,1
-1.375682681,-2.732777911,0
2.996371708,3.051355877,1
1.94438511,1.999606354,1
0.37564243,0.314982934,1
0.85355361,0.879990318,1
-1.061468827,-1.30792461,0
-0.208422541,-1.412514894,1
-1.031710475,1.917673926,1
-1.290048589,-1.718249043,0
1.614630806,1.427448724,1
-1.056768422,-0.939502588,0
-1.485308964,1.821317133,1
-0.787188764,1.100908771,1
1.128494586,-0.452341817,0
0.590710927,-1.556594169,0
3.90959436,3.379047234,1
0.766484736,0.727359653,1
-0.555253458,1.803783471,1
-0.823799865,3.680944762,1
2.142482081,1.951445989,1
-0.856821439,-0.770796113,0
-0.082576321,1.121729767,1
1.099875332,0.956482934,1
-1.059182467,-0.88833151,0
-1.305939239,-2.030578909,0
2.596140102,2.40037237,1
-1.189012237,-1.774299627,0
1.081294678,-1.432457402,0
-0.25457052,0.78254944,1
-1.271123098,-1.007949547,1
0.036848624,-1.264263191,0
-1.85261483,-0.995020549,1
0.347559801,0.269247876,1
2.169179957,-0.562335648,0
-0.714221396,-0.079464194,0
0.056355424,0.242577292,1
-1.437485391,-2.214392778,0
1.434088712,1.386591153,1
-0.676607745,0.155374327,1
-1.236030459,-1.746844878,0
-1.881818194,1.081666502,1
-0.171047718,0.066475158,1
0.701796028,0.692348123,1
-1.589988066,-3.354092669,0
0.697934212,-1.059842556,0
1.543530598,-0.780238465,0
1.83249936,-0.768089321,0
-1.773297639,-2.886585034,0
-1.737876291,1.42693496,1
1.155166312,-0.848273754,0
-2.552184547,3.63343143,1
2.363517076,-1.26346397,0
-0.984430896,-0.025966115,1
0.487188662,-0.263288596,0
-0.677684044,-0.16538155,0
-0.698081658,0.092125417,0
-0.626164096,-0.31684601,1
0.657448962,-1.128295248,0
-0.581760524,0.049846354,0
-2.128174177,0.868890352,1
0.555520178,0.804750621,1
0.381994096,-1.216107597,0
1.348137521,-1.290045531,0
0.711450648,-1.301515144,0
0.073309984,-1.326262553,1
-0.853106492,-0.662457263,0
-1.489904306,-2.988099356,0
-0.137382697,-0.38683584,0
-2.52440239,1.819663215,1
0.06188218,0.129130602,1
-1.316673415,-1.987894765,0
0.827214081,-0.853323465,0
2.183917855,-0.510457306,0
-1.530485249,0.458610988,1
1.09445308,1.204047015,1
0.280690219,-1.559803278,0
0.089743003,-0.73049136,0
-0.412381531,-0.825754885,1
2.006474131,-0.741253125,0
0.421613611,-0.197983981,1
1.777666712,1.742309702,1
-1.896559247,0.926078817,1
-1.149683262,-1.32596655,0
-2.214177477,1.732056787,1
1.996138166,-1.257474001,0
0.239335837,0.412301502,1
-0.429448735,0.76301635,0
-0.687318384,-0.145555953,0
1.339888255,1.475706575,1
-0.885880539,-0.011410864,1
-1.403214022,-2.772994429,0
0.075863907,1.464755981,1
-0.818068344,-0.222842215,0
-0.555363779,0.476031752,1
-2.001699228,1.171152832,1
-0.644746029,0.300347815,0
1.29201887,-0.376549642,0
1.145739161,-0.606432073,0
0.509068305,-0.993139495,0
0.251756975,-0.056361829,1
1.462838905,-1.399988602,0
-1.028163531,-0.696216078,0
0.593421417,-0.200306873,0
-0.726511211,-0.200598345,0
-1.204033039,-2.096499455,0
-0.784869078,1.714153276,1
-0.882270918,-0.352427864,0
0.814882875,0.059414299,1
-1.277150849,-1.688700135,0
-1.179530179,-0.81227081,1
-0.929755547,-0.534461749,0
1.189237723,1.214380853,1
-2.443651957,2.140679667,1
-1.44985148,1.10445454,1
-0.938950537,-0.054346688,1
1.14289808,0.901661329,1
1.570076285,-1.480453378,0
0.42728212,0.717600565,1
-1.502468112,-0.000563537,1
2.5247071,2.264105332,1
-0.37093876,1.10096913,0
1.852246869,1.76591253,1
0.488539342,-1.516180946,0
-1.445920951,-2.741315775,0
-0.208006359,0.125099423,1
0.857070668,0.945881764,1
-2.59659183,3.148550397,1
0.865449177,1.017292927,1
-0.66487094,-0.550385608,0
-0.790299344,1.19643231,1
-1.407499596,0.464301276,1
-0.77049607,-0.135709341,0
-0.757103527,-0.069586479,0
-0.801984735,-0.210341865,0
1.028267254,-0.971343774,0
0.501715593,0.692566446,1
0.801705131,-1.19771575,0
1.613602314,1.618385719,1
-0.970777199,0.990512566,1
0.346165384,0.526587375,1
1.417307818,1.349370132,1
0.753313332,-0.932653334,0
1.709509726,1.510279889,1
-0.584267527,0.270098515,0
0.925298301,0.836443998,1
1.685432145,-1.400229171,0
1.303145147,1.149503008,1
-3.351681325,0.876850923,1
0.233612346,0.36536902,1
-0.885703942,-0.614600038,0
0.720916325,-1.669958664,0
-2.062291016,3.567286296,1
0.539909579,1.026938711,1
-0.004872888,-0.161470047,1
1.27026943,-1.077372412,0
1.261286009,1.250931982,1
-1.341393136,-2.195401948,0
-0.299303467,0.936993376,1
-0.904435908,-0.458094734,0
-0.43610338,0.925073887,1
-2.476631797,0.46168007,1
1.210211007,-0.573410414,0
2.23427922,2.214411515,1
-2.075825265,2.189423195,1
0.119936824,-1.079302522,0
-1.175983142,-1.278715331,0
0.019831869,1.370397243,1
-1.449412462,-2.378996109,0
-0.628076766,-1.615678846,0
-0.412959514,-1.056985378,1
0.702222599,-0.758531309,0
-1.247508847,-1.539789915,0
-1.015179214,-1.041102509,0
0.516328039,0.350506457,1
1.338418569,1.415125986,1
0.159163188,-0.602114524,0
1.362900956,1.60635142,1
0.967854421,-1.01953579,0
-1.174367942,-1.361533801,0
-1.525437991,-2.967792769,0
2.256808606,2.297500308,1
-0.27220548,1.659048116,1
-0.92191337,1.213373488,1
-0.982649567,-0.771683758,0
0.660382864,3.204801744,1
1.930085271,-1.445534103,0
-1.318613722,1.597281439,1
0.647306008,-1.434708805,0
-0.534950064,0.412510252,0
-1.297412696,1.168648542,1
0.419429474,1.961177095,1
-1.450448323,-2.847456833,0
-0.460487134,0.925421335,0
0.140443645,0.32870622,1
0.502890281,-1.358061857,0
2.174427732,1.839238008,1
1.772779512,1.648653665,1
-1.032886086,-1.350533036,0
1.798510465,1.777506044,1
-0.833624125,-1.133890625,0
0.726934017,0.899067267,1
-1.630770836,-2.756305505,0
0.306814083,-0.988946466,0
-1.394159675,-1.74247872,1
0.222339306,-1.282664088,0
2.370541665,-1.370085159,0
1.16590808,1.206140147,1
1.280794143,1.279464516,1
1.039594786,0.683565085,1
-2.567271628,0.990659621,1
-0.571308282,0.695519167,0
-1.221291173,-1.613671003,0
-1.454528257,-2.621134023,0
1.307456341,1.316659868,1
-0.866283569,-0.69478945,0
-0.930020499,-0.821928698,0
-0.737293228,0.985521593,1
-3.080533854,-2.564791779,1
-0.86392588,-0.759432815,0
-1.459226868,0.59564472,1
-0.732267194,0.469963378,1
-0.52991248,-0.279510214,1
-1.582143405,4.020261576,1
-1.355588899,-2.111879849,0
-1.051625534,0.004793705,0
1.369993535,1.413658089,1
0.80979684,1.479548797,1
-0.879499825,2.090851057,1
1.788759938,-1.640244545,0
-0.446280379,0.34334132,0
-1.607317823,1.584905925,1
1.710814459,1.573807048,1
0.348447432,0.204611554,1
-0.527895493,-0.315075348,1
-0.319167853,0.481786602,1
0.678428871,-1.253544636,0
-0.749742527,0.048393456,0
1.802011933,1.73062972,1
-0.812270351,-0.435797382,0
-0.702824929,2.82802753,1
1.78457689,-1.216191743,0
-0.911480324,-0.656827067,1
2.524148202,-1.462676244,0
0.585102163,-0.971131836,0
-0.943777528,-0.981703026,0
-1.166903017,-1.324410775,0
-0.344498991,-0.25016515,1
-0.198622981,-0.084163055,1
1.760393565,1.56135202,1
-1.439675316,-2.576954461,0
-1.580020675,-3.150324806,0
-1.018003474,0.367285865,1
1.71920209,1.753904892,1
1.380087289,-0.739471097,0
-1.092219717,-1.152656378,0
3.175188373,2.766124736,1
-1.201226065,-1.742593896,0
0.636794872,-0.748737353,0
-0.042399357,0.284810492,1
0.323541693,-1.122211229,0
-1.916355923,0.68382553,1
1.889302936,-0.605082694,0
0.874894567,-0.6718682,1
-0.726431835,-0.29130273,0
0.290131387,-0.996519476,0
0.006393905,-0.98829198,0
-0.509519996,0.934656554,0
-0.835428041,-0.706116648,0
0.593265527,0.69342521,1
-0.887472658,-0.665359748,0
-1.323159165,-2.436364681,0
-3.567883467,-0.380092146,1
0.539354115,1.310075186,1
-0.909010878,-0.063557273,1
-2.62686288,0.273963891,1
1.316001266,1.220770282,1
-2.936815421,2.088374513,1
-0.233143496,0.196327097,1
1.101497792,-0.925886073,0
1.004672656,-1.064365271,0
-0.43957196,0.927378397,1
1.698607397,1.573158058,1
-0.086013445,-0.055714998,1
1.651990395,-1.122258809,0
0.653311747,-1.152569024,0
1.324023576,1.087992926,1
-1.159215138,0.826626279,1
-0.284219894,-0.157583894,1
-2.195563893,2.659138131,1
-0.312868132,-0.344310338,1
-2.555427464,2.60380005,1
-1.584227279,2.53803391,1
0.545742122,-1.048346907,0
-1.170908189,-1.316833442,0
-1.356509229,-2.046507955,0
-0.610432473,-0.525246738,1
-1.228517406,0.983909733,1
0.900136366,-1.015084539,0
-0.177663396,-0.878998502,0
0.304630084,-1.237352846,0
-1.308475721,-1.278945453,0
0.093989915,0.024953435,0
-2.159246663,3.291478485,1
-0.635500503,0.686083533,0
2.694579612,-1.034017208,0
-1.890582617,0.721372941,1
-0.256094131,-0.196282571,1
1.182598806,1.205831559,1
-0.590498755,-0.472744875,1
0.979001082,-0.930601481,0
-1.104707917,-1.093931647,0
1.574024156,1.568755179,1
1.596197716,1.484715868,1
1.643497264,1.650034996,1
-0.957369544,-0.507588075,0
-0.76306217,0.236068295,0
1.212428129,-1.837338219,0
0.435033075,0.583650724,1
2.674700873,-1.028312213,0
1.458418765,1.375817207,1
1.338187244,-1.218374982,0
-0.85707163,-0.876195101,0
1.197703897,-0.870960945,0
-2.350478908,3.078496342,1
-0.762865683,-0.502837768,1
-0.639879188,-0.340961254,0
2.327273091,-1.095660033,0
-0.778978121,-0.748499809,0
-0.53076888,0.073398035,0
-1.623481629,3.012567126,1
0.576483907,0.579951315,1
2.723994494,2.510598678,1
-0.556253536,-0.184854941,1
1.467242052,1.404618682,1
-0.928102496,2.196376348,1
-2.235464588,0.730380175,1
-0.669718157,-0.60388303,1
-1.046138962,0.09842593,1
1.306802984,1.223627507,1
-3.836929212,2.546005189,1
0.838253442,-0.844179314,0
0.219558422,-1.656971598,0
1.369049826,-1.050734705,0
-1.445993116,-2.144482072,0
-1.021405465,-1.549084399,0
-0.769800306,2.351653914,1
-1.006907203,-1.286880344,0
1.243573619,-1.590007403,0
-1.08882585,-1.198494768,0
1.088286507,1.311866219,1
1.976299335,1.782161861,1
-0.0110656,0.194126983,1
-1.10985576,1.560389768,1
-2.219531206,1.486806428,1
-1.480637198,-1.917685813,0
2.303572318,-0.452062439,0
-1.190870811,-1.093262105,0
0.80738189,-0.923289932,0
0.780223897,-1.297109088,0
-0.587236027,-0.420746772,1
0.818341105,-0.773580411,0
-0.445974255,0.817846638,0
0.481493486,0.719965165,1
-1.241575124,-1.437580137,0
-1.667213395,0.842904484,1
0.089567079,1.704095563,1
-1.002144441,-1.376115942,0
-1.076825627,-1.014619253,0
-1.323388355,-2.123506524,0
0.178587964,0.332192403,1
-0.404278272,0.88692467,0
-1.175446763,0.622596694,1
-0.184107601,1.483227663,1
-1.284673979,-1.833834316,0
1.015362483,-0.717452483,0
0.626573898,-0.871053222,0
-0.419219643,0.835842853,0
-0.937254214,-0.721329857,0
-0.437190762,-0.418049277,1
2.089234088,-1.032397349,0
1.008989656,-1.011308328,1
-0.173771085,-0.827924109,1
-1.189860434,-0.775583369,0
2.617100912,2.554231786,1
1.203484626,-0.698109671,0
2.260627748,2.064454555,1
0.296926537,0.640384398,1
-1.219194787,-2.017564597,0
-1.555301467,0.090764391,1
-0.840942999,3.414536417,1
0.924972385,0.943066183,1
-0.514338441,1.491901676,1
-1.441231302,0.776940647,1
-0.134687634,-0.049187993,1
0.733483722,-0.729670392,0
-1.239512928,-2.076136373,0
1.594303364,-1.185234561,0
0.544798451,-1.409774765,0
-3.734540775,0.68005645,1
-2.343720875,0.260187809,1
-1.155127904,-1.408718913,0
-1.303790782,-2.157336644,0
-0.823666211,3.144708677,1
1.610116292,-1.482028452,0
2.045134188,1.790310282,1
-0.661752833,0.077111251,0
-2.260596955,-4.444491001,0
1.402636292,-0.270012714,1
0.433588966,-1.238603516,0
1.003338254,0.881144273,1
-1.201483247,-0.120427674,1
0.458181426,0.5758825,1
2.47213818,-0.533188216,0
-0.329167683,-0.132540057,1
1.207371214,1.094110897,1
-0.144920233,0.003777337,1
-0.4265986,-1.121676194,0
1.319226807,-1.393964563,0
-0.55285945,0.402660993,0
1.296163664,1.387866694,1
-1.100204544,1.388776617,1
-0.680130918,0.612721728,0
0.748150296,-1.366894429,0
-1.473127193,-2.619426761,0
-1.0454409,-1.204304798,0
-1.14738846,-1.149436657,0
1.186758607,1.036615097,1
-1.978661733,-1.802290662,1
1.291980528,-1.060016986,0
-1.25103464,-1.846767895,0
-1.771334255,-3.213563209,0
0.442556944,1.336679541,1
-1.072588304,-0.907860096,0
-1.260048737,-2.019915176,0
2.360519839,2.27548531,1
-1.040336536,-1.812984574,1
1.054589704,1.183314984,1
-0.912318774,-0.730586276,0
0.935877539,0.897203134,1
-0.439935299,3.192920128,1
-0.446441012,1.252539079,0
-0.011393872,-0.057604399,1
1.126382472,-1.017746183,0
-1.741946103,0.975800725,1
-0.838650281,-0.458634646,1
0.17309186,-0.900921563,0
-0.276107415,2.474499481,1
-2.921918921,3.493803543,1
0.699723337,0.676085587,1
1.80963006,1.665826614,1
0.892260783,-1.527855263,0
-1.043029366,-1.039973733,1
0.54615861,0.580600362,1
1.750085322,1.820047147,1
1.18818878,-1.479865925,0
-0.827190006,-1.383628997,0
-0.855501774,-0.705808884,0
1.763653072,1.755800694,1
-1.117869903,-1.879566733,0
-0.934698819,-0.55912922,0
-1.374195109,-2.334839618,0
-2.634627352,2.218540577,1
-1.442380941,0.459505272,1
-1.162440759,-2.271846693,0
-0.271203156,-0.91257622,0
2.192629145,1.987255456,1
0.117216176,0.206437366,1
0.672965362,0.778258484,1
-0.896465314,-0.760811392,0
1.687091598,1.54548978,1
1.667121713,1.630469631,1
-0.066366117,0.409412812,1
0.594676489,0.46522532,1
-1.14867892,-1.450096021,0
0.639498629,-0.950991878,0
-1.269470668,-2.050320629,0
-1.050477597,-1.323567953,0
0.708009662,-0.184203639,1
-0.262691431,-1.519877662,0
1.287151579,-1.368791362,0
-0.113128038,-0.216825502,1
-0.630029437,-0.720212568,1
-0.962274342,-0.597956291,1
1.610011277,-1.865553475,0
-2.536253884,2.58050874,1
-2.535541041,0.647783298,1
0.71888026,-0.973878476,0
-1.179411615,1.72261874,1
-1.285945963,1.332884742,1
2.026462926,-1.82564636,0
-0.809836256,-0.636524537,0
3.994644011,3.75750432,1
-0.806058736,-1.332699243,0
2.079123163,-1.493644285,0
-0.011871574,-2.297937027,1
3.048729723,2.644363891,1
0.689049099,-1.646319994,0
1.653148728,-1.014624333,0
0.55429174,-1.022047838,0
1.530224531,-0.502239349,0
-0.920923127,-0.475918462,0
0.211180479,0.223429681,1
-1.202370561,-0.96824467,1
-1.065900937,-1.35409977,0
-1.230315381,-2.234048603,0
0.47568782,-0.76655149,0
-1.37702518,-0.152692606,1
3.040277925,2.822231161,1
-0.932399191,-0.61378471,0
-2.422614851,2.542435605,1
1.509116153,-1.210304638,0
2.105651261,-1.074185008,0
0.542037353,0.725631786,1
-1.580833805,-2.747103919,0
-1.906461694,2.786533576,1
0.498572356,-0.579656184,0
1.053712334,1.679410842,1
-1.291782653,-1.66590957,0
-0.569030691,0.157920486,1
0.152906975,0.351335058,1
1.659566754,1.629415718,1
0.314065581,0.437550019,1
-0.865449212,-1.556338644,0
-1.348605779,-0.995714474,1
-1.901582611,2.045861151,1
1.124220445,1.13249626,1
-0.499096538,-0.429847423,1
-0.456386616,-0.928534218,0
-0.930598793,0.169681446,1
-0.784814884,-0.144957153,0
1.668696705,1.776030832,1
0.535746702,3.358027161,1
-1.055437362,-1.067639449,0
-1.84205778,-1.938409593,1
-1.740693708,2.785313626,1
-0.893538487,0.355068962,1
1.532297485,-1.345664834,0
-1.841883396,1.009762274,1
-0.81345878,0.935828268,1
0.309544871,-1.131598819,0
0.771869759,-1.929255416,0
0.61980273,-1.348163995,0
0.244362438,0.231441937,1
0.726445934,0.127487451,1
3.263788258,2.960317006,1
0.309966954,1.388979245,1
0.076464929,1.158653907,1
2.1337116,-1.043907315,0
1.729655449,1.725745886,1
1.03791082,-1.496362298,0
2.673782433,2.568945688,1
-0.611047572,1.093290976,1
-1.706444173,-3.645251696,0
0.728748103,0.705590315,1
0.397202209,3.307488802,1
0.445105512,-1.474413978,0
1.598994486,1.625663764,1
-0.259320502,0.287089035,0
0.27121269,0.153210069,1
-0.486114779,-0.501068128,1
1.432188421,1.382182071,1
-1.110983184,-1.619998883,0
-1.151290031,-1.486960887,0
1.761426435,-0.461192406,0
2.16000193,2.169169791,1
-1.442030366,2.451491384,1
0.583414666,0.674539125,1
0.684182348,-0.52354221,0
0.844439095,-1.412710194,0
-0.792163227,-0.74269188,0
-0.773085456,-0.235423047,0
-0.784420539,-0.483376379,0
0.821223303,0.897781689,1
